Order	Family	Subfamily	Genus	Species	Type Species?	Genome Composition
Caudovirales	Myoviridae	Tevenvirinae	Schizot4virus	Vibrio virus KVP40	1	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Schizot4virus	Vibrio virus nt1	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Schizot4virus	Vibrio virus ValKK3	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Sp18virus	Escherichia virus VR7	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Sp18virus	Escherichia virus VR20	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Sp18virus	Escherichia virus VR25	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Sp18virus	Escherichia virus VR26	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Sp18virus	Shigella virus SP18	1	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	T4virus	Escherichia virus AR1	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	T4virus	Escherichia virus C40	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	T4virus	Escherichia virus E112	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	T4virus	Escherichia virus ECML134	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	T4virus	Escherichia virus HY01	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	T4virus	Escherichia virus Ime09	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	T4virus	Escherichia virus RB3	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	T4virus	Escherichia virus RB14	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	T4virus	Escherichia virus T4	1	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	T4virus	Shigella virus Pss1	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	T4virus	Shigella virus Shfl2	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	T4virus	Yersinia virus D1	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	T4virus	Yersinia virus PST	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Unassigned	Acinetobacter virus 133	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Unassigned	Aeromonas virus 65	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Unassigned	Aeromonas virus Aeh1	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Unassigned	Escherichia virus RB16	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Unassigned	Escherichia virus RB32	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Unassigned	Escherichia virus RB43	0	dsDNA
Caudovirales	Myoviridae	Tevenvirinae	Unassigned	Pseudomonas virus 42	0	dsDNA
Caudovirales	Myoviridae	Vequintavirinae	Cr3virus	Cronobacter virus CR3	1	dsDNA
Caudovirales	Myoviridae	Vequintavirinae	Cr3virus	Cronobacter virus CR8	0	dsDNA
Caudovirales	Myoviridae	Vequintavirinae	Cr3virus	Cronobacter virus CR9	0	dsDNA
Caudovirales	Myoviridae	Vequintavirinae	Cr3virus	Cronobacter virus PBES02	0	dsDNA
Caudovirales	Myoviridae	Vequintavirinae	Cr3virus	Pectobacterium virus phiTE	0	dsDNA
Caudovirales	Myoviridae	Vequintavirinae	Se1virus	Cronobacter virus GAP31	0	dsDNA
Caudovirales	Myoviridae	Vequintavirinae	Se1virus	Escherichia virus 4MG	0	dsDNA
Caudovirales	Myoviridae	Vequintavirinae	Se1virus	Salmonella virus SE1	1	dsDNA
Caudovirales	Myoviridae	Vequintavirinae	Se1virus	Salmonella virus SSE121	0	dsDNA
Caudovirales	Myoviridae	Vequintavirinae	V5virus	Escherichia virus FFH2	0	dsDNA
Caudovirales	Myoviridae	Vequintavirinae	V5virus	Escherichia virus FV3	0	dsDNA
Caudovirales	Myoviridae	Vequintavirinae	V5virus	Escherichia virus JES2013	0	dsDNA
Caudovirales	Myoviridae	Vequintavirinae	V5virus	Escherichia virus V5	1	dsDNA
Caudovirales	Myoviridae		Abouovirus	Brevibacillus virus Abouo	1	dsDNA
Caudovirales	Myoviridae		Abouovirus	Brevibacillus virus Davies	0	dsDNA
Caudovirales	Myoviridae		Agatevirus	Bacillus virus Agate	1	dsDNA
Caudovirales	Myoviridae		Agatevirus	Bacillus virus Bobb	0	dsDNA
Caudovirales	Myoviridae		Agatevirus	Bacillus virus Bp8pC	0	dsDNA
Caudovirales	Myoviridae		Agrican357virus	Erwinia virus Deimos	0	dsDNA
Caudovirales	Myoviridae		Agrican357virus	Erwinia virus Ea35-70	1	dsDNA
Caudovirales	Myoviridae		Agrican357virus	Erwinia virus RAY	0	dsDNA
Caudovirales	Myoviridae		Agrican357virus	Erwinia virus Simmy50	0	dsDNA
Caudovirales	Myoviridae		Agrican357virus	Erwinia virus SpecialG	0	dsDNA
Caudovirales	Myoviridae		Ap22virus	Acinetobacter virus AB1	0	dsDNA
Caudovirales	Myoviridae		Ap22virus	Acinetobacter virus AB2	0	dsDNA
Caudovirales	Myoviridae		Ap22virus	Acinetobacter virus AbC62	0	dsDNA
Caudovirales	Myoviridae		Ap22virus	Acinetobacter virus AP22	1	dsDNA
Caudovirales	Myoviridae		Arv1virus	Arthrobacter virus ArV1	1	dsDNA
Caudovirales	Myoviridae		Arv1virus	Arthrobacter virus Trina	0	dsDNA
Caudovirales	Myoviridae		B4virus	Bacillus virus AvesoBmore	0	dsDNA
Caudovirales	Myoviridae		B4virus	Bacillus virus B4	1	dsDNA
Caudovirales	Myoviridae		B4virus	Bacillus virus Bigbertha	0	dsDNA
Caudovirales	Myoviridae		B4virus	Bacillus virus Riley	0	dsDNA
Caudovirales	Myoviridae		B4virus	Bacillus virus Spock	0	dsDNA
Caudovirales	Myoviridae		B4virus	Bacillus virus Troll	0	dsDNA
Caudovirales	Myoviridae		Bastillevirus	Bacillus virus Bastille	1	dsDNA
Caudovirales	Myoviridae		Bastillevirus	Bacillus virus CAM003	0	dsDNA
Caudovirales	Myoviridae		Bc431virus	Bacillus virus Bc431	1	dsDNA
Caudovirales	Myoviridae		Bc431virus	Bacillus virus Bcp1	0	dsDNA
Caudovirales	Myoviridae		Bc431virus	Bacillus virus BCP82	0	dsDNA
Caudovirales	Myoviridae		Bc431virus	Bacillus virus BM15	0	dsDNA
Caudovirales	Myoviridae		Bc431virus	Bacillus virus Deepblue	0	dsDNA
Caudovirales	Myoviridae		Bc431virus	Bacillus virus JBP901	0	dsDNA
Caudovirales	Myoviridae		Bcep78virus	Burkholderia virus Bcep1	0	dsDNA
Caudovirales	Myoviridae		Bcep78virus	Burkholderia virus Bcep43	0	dsDNA
Caudovirales	Myoviridae		Bcep78virus	Burkholderia virus Bcep781	1	dsDNA
Caudovirales	Myoviridae		Bcep78virus	Burkholderia virus BcepNY3	0	dsDNA
Caudovirales	Myoviridae		Bcep78virus	Xanthomonas virus OP2	0	dsDNA
Caudovirales	Myoviridae		Bcepmuvirus	Burkholderia virus BcepMu	1	dsDNA
Caudovirales	Myoviridae		Bcepmuvirus	Burkholderia virus phiE255	0	dsDNA
Caudovirales	Myoviridae		Biquartavirus	Aeromonas virus 44RR2	1	dsDNA
Caudovirales	Myoviridae		Bxz1virus	Mycobacterium virus Alice	0	dsDNA
Caudovirales	Myoviridae		Bxz1virus	Mycobacterium virus Bxz1	0	dsDNA
Caudovirales	Myoviridae		Bxz1virus	Mycobacterium virus Dandelion	0	dsDNA
Caudovirales	Myoviridae		Bxz1virus	Mycobacterium virus HyRo	0	dsDNA
Caudovirales	Myoviridae		Bxz1virus	Mycobacterium virus I3	1	dsDNA
Caudovirales	Myoviridae		Bxz1virus	Mycobacterium virus Nappy	0	dsDNA
Caudovirales	Myoviridae		Bxz1virus	Mycobacterium virus Sebata	0	dsDNA
Caudovirales	Myoviridae		Cd119virus	Clostridium virus phiC2	0	dsDNA
Caudovirales	Myoviridae		Cd119virus	Clostridium virus phiCD27	0	dsDNA
Caudovirales	Myoviridae		Cd119virus	Clostridium virus phiCD119	1	dsDNA
Caudovirales	Myoviridae		Cp51virus	Bacillus virus CP51	1	dsDNA
Caudovirales	Myoviridae		Cp51virus	Bacillus virus JL	0	dsDNA
Caudovirales	Myoviridae		Cp51virus	Bacillus virus Shanette	0	dsDNA
Caudovirales	Myoviridae		Cvm10virus	Escherichia virus CVM10	1	dsDNA
Caudovirales	Myoviridae		Cvm10virus	Escherichia virus ep3	0	dsDNA
Caudovirales	Myoviridae		Eah2virus	Erwinia virus Asesino	0	dsDNA
Caudovirales	Myoviridae		Eah2virus	Erwinia virus EaH2	1	dsDNA
Caudovirales	Myoviridae		Elvirus	Pseudomonas virus EL	1	dsDNA
Caudovirales	Myoviridae		Hapunavirus	Halomonas virus HAP1	1	dsDNA
Caudovirales	Myoviridae		Hapunavirus	Vibrio virus VP882	0	dsDNA
Caudovirales	Myoviridae		Jimmervirus	Brevibacillus virus Jimmer	1	dsDNA
Caudovirales	Myoviridae		Jimmervirus	Brevibacillus virus Osiris	0	dsDNA
Caudovirales	Myoviridae		Kpp10virus	Pseudomonas virus Ab03	0	dsDNA
Caudovirales	Myoviridae		Kpp10virus	Pseudomonas virus KPP10	1	dsDNA
Caudovirales	Myoviridae		Kpp10virus	Pseudomonas virus PAKP3	0	dsDNA
Caudovirales	Myoviridae		M12virus	Sinorhizobium virus M7	0	dsDNA
Caudovirales	Myoviridae		M12virus	Sinorhizobium virus M12	1	dsDNA
Caudovirales	Myoviridae		M12virus	Sinorhizobium virus N3	0	dsDNA
Caudovirales	Myoviridae		Machinavirus	Erwinia virus Machina	1	dsDNA
Caudovirales	Myoviridae		Marthavirus	Arthrobacter virus Brent	0	dsDNA
Caudovirales	Myoviridae		Marthavirus	Arthrobacter virus Jawnski	0	dsDNA
Caudovirales	Myoviridae		Marthavirus	Arthrobacter virus Martha	1	dsDNA
Caudovirales	Myoviridae		Marthavirus	Arthrobacter virus Sonny	0	dsDNA
Caudovirales	Myoviridae		Msw3virus	Edwardsiella virus MSW3	1	dsDNA
Caudovirales	Myoviridae		Msw3virus	Edwardsiella virus PEi21	0	dsDNA
Caudovirales	Myoviridae		Muvirus	Escherichia virus Mu	1	dsDNA
Caudovirales	Myoviridae		Muvirus	Shigella virus SfMu	0	dsDNA
Caudovirales	Myoviridae		Myohalovirus	Halobacterium virus phiH	1	dsDNA
Caudovirales	Myoviridae		Nit1virus	Bacillus virus Grass	0	dsDNA
Caudovirales	Myoviridae		Nit1virus	Bacillus virus NIT1	1	dsDNA
Caudovirales	Myoviridae		Nit1virus	Bacillus virus SPG24	0	dsDNA
Caudovirales	Myoviridae		P1virus	Aeromonas virus 43	0	dsDNA
Caudovirales	Myoviridae		P1virus	Escherichia virus P1	1	dsDNA
Caudovirales	Myoviridae		Pakpunavirus	Pseudomonas virus CAb1	0	dsDNA
Caudovirales	Myoviridae		Pakpunavirus	Pseudomonas virus CAb02	0	dsDNA
Caudovirales	Myoviridae		Pakpunavirus	Pseudomonas virus JG004	0	dsDNA
Caudovirales	Myoviridae		Pakpunavirus	Pseudomonas virus PAKP1	1	dsDNA
Caudovirales	Myoviridae		Pakpunavirus	Pseudomonas virus PAKP4	0	dsDNA
Caudovirales	Myoviridae		Pakpunavirus	Pseudomonas virus PaP1	0	dsDNA
Caudovirales	Myoviridae		Pbunavirus	Burkholderia virus BcepF1	0	dsDNA
Caudovirales	Myoviridae		Pbunavirus	Pseudomonas virus 141	0	dsDNA
Caudovirales	Myoviridae		Pbunavirus	Pseudomonas virus Ab28	0	dsDNA
Caudovirales	Myoviridae		Pbunavirus	Pseudomonas virus DL60	0	dsDNA
Caudovirales	Myoviridae		Pbunavirus	Pseudomonas virus DL68	0	dsDNA
Caudovirales	Myoviridae		Pbunavirus	Pseudomonas virus F8	0	dsDNA
Caudovirales	Myoviridae		Pbunavirus	Pseudomonas virus JG024	0	dsDNA
Caudovirales	Myoviridae		Pbunavirus	Pseudomonas virus KPP12	0	dsDNA
Caudovirales	Myoviridae		Pbunavirus	Pseudomonas virus LBL3	0	dsDNA
Caudovirales	Myoviridae		Pbunavirus	Pseudomonas virus LMA2	0	dsDNA
Caudovirales	Myoviridae		Pbunavirus	Pseudomonas virus PB1	1	dsDNA
Caudovirales	Myoviridae		Pbunavirus	Pseudomonas virus SN	0	dsDNA
Caudovirales	Myoviridae		Phikzvirus	Pseudomonas virus PA7	0	dsDNA
Caudovirales	Myoviridae		Phikzvirus	Pseudomonas virus phiKZ	1	dsDNA
Caudovirales	Myoviridae		Rheph4virus	Rhizobium virus RHEph4	1	dsDNA
Caudovirales	Myoviridae		Rsl2virus	Ralstonia virus RSF1	0	dsDNA
Caudovirales	Myoviridae		Rsl2virus	Ralstonia virus RSL2	1	dsDNA
Caudovirales	Myoviridae		Rslunavirus	Ralstonia virus RSL1	1	dsDNA
Caudovirales	Myoviridae		Secunda5virus	Aeromonas virus 25	1	dsDNA
Caudovirales	Myoviridae		Secunda5virus	Aeromonas virus 31	0	dsDNA
Caudovirales	Myoviridae		Secunda5virus	Aeromonas virus Aes12	0	dsDNA
Caudovirales	Myoviridae		Secunda5virus	Aeromonas virus Aes508	0	dsDNA
Caudovirales	Myoviridae		Secunda5virus	Aeromonas virus AS4	0	dsDNA
Caudovirales	Myoviridae		Secunda5virus	Stenotrophomonas virus IME13	0	dsDNA
Caudovirales	Myoviridae		Sep1virus	Staphylococcus virus IPLAC1C	0	dsDNA
Caudovirales	Myoviridae		Sep1virus	Staphylococcus virus SEP1	1	dsDNA
Caudovirales	Myoviridae		Spn3virus	Salmonella virus SPN3US	1	dsDNA
Caudovirales	Myoviridae		Svunavirus	Bacillus virus 1	0	dsDNA
Caudovirales	Myoviridae		Svunavirus	Geobacillus virus GBSV1	1	dsDNA
Caudovirales	Myoviridae		Tg1virus	Yersinia virus R1RT	0	dsDNA
Caudovirales	Myoviridae		Tg1virus	Yersinia virus TG1	1	dsDNA
Caudovirales	Myoviridae		Unassigned	Bacillus virus G	0	dsDNA
Caudovirales	Myoviridae		Unassigned	Bacillus virus PBS1	0	dsDNA
Caudovirales	Myoviridae		Unassigned	Microcystis virus Ma-LMM01	0	dsDNA
Caudovirales	Myoviridae		Vhmlvirus	Vibrio virus MAR	0	dsDNA
Caudovirales	Myoviridae		Vhmlvirus	Vibrio virus VHML	1	dsDNA
Caudovirales	Myoviridae		Vhmlvirus	Vibrio virus VP585	0	dsDNA
Caudovirales	Myoviridae		Wphvirus	Bacillus virus BPS13	0	dsDNA
Caudovirales	Myoviridae		Wphvirus	Bacillus virus Hakuna	0	dsDNA
Caudovirales	Myoviridae		Wphvirus	Bacillus virus Megatron	0	dsDNA
Caudovirales	Myoviridae		Wphvirus	Bacillus virus WPh	1	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Fri1virus	Acinetobacter virus AB3	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Fri1virus	Acinetobacter virus Abp1	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Fri1virus	Acinetobacter virus Fri1	1	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Fri1virus	Acinetobacter virus IME200	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Fri1virus	Acinetobacter virus PD6A3	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Fri1virus	Acinetobacter virus PDAB9	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Fri1virus	Acinetobacter virus phiAB1	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Kp32virus	Escherichia virus K30	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Kp32virus	Klebsiella virus K5	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Kp32virus	Klebsiella virus K11	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Kp32virus	Klebsiella virus Kp1	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Kp32virus	Klebsiella virus KP32	1	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Kp32virus	Klebsiella virus KpV289	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Kp34virus	Klebsiella virus F19	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Kp34virus	Klebsiella virus K244	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Kp34virus	Klebsiella virus Kp2	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Kp34virus	Klebsiella virus KP34	1	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Kp34virus	Klebsiella virus KpV41	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Kp34virus	Klebsiella virus KpV71	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Kp34virus	Klebsiella virus KpV475	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Kp34virus	Klebsiella virus SU503	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Kp34virus	Klebsiella virus SU552A	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Phikmvvirus	Pantoea virus Limelight	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Phikmvvirus	Pantoea virus Limezero	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Phikmvvirus	Pseudomonas virus LKA1	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Phikmvvirus	Pseudomonas virus phiKMV	1	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Pradovirus	Xanthomonas virus f20	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Pradovirus	Xanthomonas virus f30	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Pradovirus	Xylella virus Prado	1	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Sp6virus	Erwinia virus Era103	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Sp6virus	Escherichia virus K5	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Sp6virus	Escherichia virus K1-5	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Sp6virus	Escherichia virus K1E	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Sp6virus	Salmonella virus SP6	1	dsDNA
Caudovirales	Podoviridae	Autographivirinae	T7virus	Escherichia virus T7	1	dsDNA
Caudovirales	Podoviridae	Autographivirinae	T7virus	Kluyvera virus Kvp1	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	T7virus	Pseudomonas virus gh1	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Unassigned	Prochlorococcus virus PSSP7	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Unassigned	Synechococcus virus P60	0	dsDNA
Caudovirales	Podoviridae	Autographivirinae	Unassigned	Synechococcus virus Syn5	0	dsDNA
Caudovirales	Podoviridae	Picovirinae	Cp1virus	Streptococcus virus Cp1	1	dsDNA
Caudovirales	Podoviridae	Picovirinae	Cp1virus	Streptococcus virus Cp7	0	dsDNA
Caudovirales	Podoviridae	Picovirinae	P68virus	Staphylococcus virus 44AHJD	1	dsDNA
Caudovirales	Podoviridae	Picovirinae	P68virus	Streptococcus virus C1	0	dsDNA
Caudovirales	Podoviridae	Picovirinae	Phi29virus	Bacillus virus B103	0	dsDNA
Caudovirales	Podoviridae	Picovirinae	Phi29virus	Bacillus virus GA1	0	dsDNA
Caudovirales	Podoviridae	Picovirinae	Phi29virus	Bacillus virus phi29	1	dsDNA
Caudovirales	Podoviridae	Picovirinae	Phi29virus	Kurthia virus 6	0	dsDNA
Caudovirales	Podoviridae	Picovirinae	Unassigned	Actinomyces virus Av1	0	dsDNA
Caudovirales	Podoviridae	Picovirinae	Unassigned	Mycoplasma virus P1	0	dsDNA
Caudovirales	Podoviridae	Sepvirinae	Nona33virus	Escherichia virus 24B	0	dsDNA
Caudovirales	Podoviridae	Sepvirinae	Nona33virus	Escherichia virus 933W	1	dsDNA
Caudovirales	Podoviridae	Sepvirinae	Nona33virus	Escherichia virus Min27	0	dsDNA
Caudovirales	Podoviridae	Sepvirinae	Nona33virus	Escherichia virus PA28	0	dsDNA
Caudovirales	Podoviridae	Sepvirinae	Nona33virus	Escherichia virus Stx2 II	0	dsDNA
Caudovirales	Podoviridae	Sepvirinae	Pocjvirus	Shigella virus 7502Stx	0	dsDNA
Caudovirales	Podoviridae	Sepvirinae	Pocjvirus	Shigella virus POCJ13	1	dsDNA
Caudovirales	Podoviridae	Sepvirinae	Tl2011virus	Escherichia virus 191	0	dsDNA
Caudovirales	Podoviridae	Sepvirinae	Tl2011virus	Escherichia virus PA2	0	dsDNA
Caudovirales	Podoviridae	Sepvirinae	Tl2011virus	Escherichia virus TL2011	1	dsDNA
Caudovirales	Podoviridae	Sepvirinae	Tl2011virus	Shigella virus VASD	0	dsDNA
Caudovirales	Podoviridae		Bcep22virus	Burkholderia virus Bcep22	1	dsDNA
Caudovirales	Podoviridae		Bcep22virus	Burkholderia virus Bcepil02	0	dsDNA
Caudovirales	Podoviridae		Bcep22virus	Burkholderia virus Bcepmigl	0	dsDNA
Caudovirales	Podoviridae		Bcep22virus	Burkholderia virus DC1	0	dsDNA
Caudovirales	Podoviridae		Bpp1virus	Bordetella virus BPP1	1	dsDNA
Caudovirales	Podoviridae		Bpp1virus	Burkholderia virus BcepC6B	0	dsDNA
Caudovirales	Podoviridae		Cba41virus	Cellulophaga virus Cba41	1	dsDNA
Caudovirales	Podoviridae		Cba41virus	Cellulophaga virus Cba172	0	dsDNA
Caudovirales	Podoviridae		Dfl12virus	Dinoroseobacter virus DFL12	1	dsDNA
Caudovirales	Podoviridae		Ea92virus	Erwinia virus Ea9-2	1	dsDNA
Caudovirales	Podoviridae		Ea92virus	Erwinia virus Frozen	0	dsDNA
Caudovirales	Podoviridae		Epsilon15virus	Escherichia virus phiV10	0	dsDNA
Caudovirales	Podoviridae		Epsilon15virus	Salmonella virus Epsilon15	1	dsDNA
Caudovirales	Podoviridae		Epsilon15virus	Salmonella virus SPN1S	0	dsDNA
Caudovirales	Podoviridae		F116virus	Pseudomonas virus F116	1	dsDNA
Caudovirales	Podoviridae		F116virus	Pseudomonas virus H66	0	dsDNA
Caudovirales	Podoviridae		G7cvirus	Escherichia virus APEC5	0	dsDNA
Caudovirales	Podoviridae		G7cvirus	Escherichia virus APEC7	0	dsDNA
Caudovirales	Podoviridae		G7cvirus	Escherichia virus Bp4	0	dsDNA
Caudovirales	Podoviridae		G7cvirus	Escherichia virus EC1UPM	0	dsDNA
Caudovirales	Podoviridae		G7cvirus	Escherichia virus ECBP1	0	dsDNA
Caudovirales	Podoviridae		G7cvirus	Escherichia virus G7C	1	dsDNA
Caudovirales	Podoviridae		G7cvirus	Escherichia virus IME11	0	dsDNA
Caudovirales	Podoviridae		G7cvirus	Shigella virus Sb1	0	dsDNA
Caudovirales	Podoviridae		Jwalphavirus	Achromobacter virus Axp3	0	dsDNA
Caudovirales	Podoviridae		Jwalphavirus	Achromobacter virus JWAlpha	1	dsDNA
Caudovirales	Podoviridae		Kf1virus	Edwardsiella virus KF1	1	dsDNA
Caudovirales	Podoviridae		Kpp25virus	Pseudomonas virus KPP25	1	dsDNA
Caudovirales	Podoviridae		Kpp25virus	Pseudomonas virus R18	0	dsDNA
Caudovirales	Podoviridae		Lit1virus	Pseudomonas virus Ab09	0	dsDNA
Caudovirales	Podoviridae		Lit1virus	Pseudomonas virus LIT1	1	dsDNA
Caudovirales	Podoviridae		Lit1virus	Pseudomonas virus PA26	0	dsDNA
Caudovirales	Podoviridae		Luz24virus	Pseudomonas virus Ab22	0	dsDNA
Caudovirales	Podoviridae		Luz24virus	Pseudomonas virus CHU	0	dsDNA
Caudovirales	Podoviridae		Luz24virus	Pseudomonas virus LUZ24	1	dsDNA
Caudovirales	Podoviridae		Luz24virus	Pseudomonas virus PAA2	0	dsDNA
Caudovirales	Podoviridae		Luz24virus	Pseudomonas virus PaP3	0	dsDNA
Caudovirales	Podoviridae		Luz24virus	Pseudomonas virus PaP4	0	dsDNA
Caudovirales	Podoviridae		Luz24virus	Pseudomonas virus TL	0	dsDNA
Caudovirales	Podoviridae		Luz7virus	Pseudomonas virus KPP21	0	dsDNA
Caudovirales	Podoviridae		Luz7virus	Pseudomonas virus LUZ7	1	dsDNA
Caudovirales	Podoviridae		N4virus	Escherichia virus N4	1	dsDNA
Caudovirales	Podoviridae		Nonanavirus	Salmonella virus 9NA	1	dsDNA
Caudovirales	Podoviridae		Nonanavirus	Salmonella virus SP069	0	dsDNA
Caudovirales	Podoviridae		P22virus	Salmonella virus BTP1	0	dsDNA
Caudovirales	Podoviridae		P22virus	Salmonella virus HK620	0	dsDNA
Caudovirales	Podoviridae		P22virus	Salmonella virus P22	1	dsDNA
Caudovirales	Podoviridae		P22virus	Salmonella virus ST64T	0	dsDNA
Caudovirales	Podoviridae		P22virus	Shigella virus Sf6	0	dsDNA
Caudovirales	Podoviridae		Pagevirus	Bacillus virus Page	1	dsDNA
Caudovirales	Podoviridae		Pagevirus	Bacillus virus Palmer	0	dsDNA
Caudovirales	Podoviridae		Pagevirus	Bacillus virus Pascal	0	dsDNA
Caudovirales	Podoviridae		Pagevirus	Bacillus virus Pony	0	dsDNA
Caudovirales	Podoviridae		Pagevirus	Bacillus virus Pookie	0	dsDNA
Caudovirales	Podoviridae		Phieco32virus	Escherichia virus 172-1	0	dsDNA
Caudovirales	Podoviridae		Phieco32virus	Escherichia virus ECB2	0	dsDNA
Caudovirales	Podoviridae		Phieco32virus	Escherichia virus NJ01	0	dsDNA
Caudovirales	Podoviridae		Phieco32virus	Escherichia virus phiEco32	1	dsDNA
Caudovirales	Podoviridae		Phieco32virus	Escherichia virus Septima11	0	dsDNA
Caudovirales	Podoviridae		Phieco32virus	Escherichia virus SU10	0	dsDNA
Caudovirales	Podoviridae		Prtbvirus	Brucella virus Pr	1	dsDNA
Caudovirales	Podoviridae		Prtbvirus	Brucella virus Tb	0	dsDNA
Caudovirales	Podoviridae		Sp58virus	Escherichia virus Pollock	0	dsDNA
Caudovirales	Podoviridae		Sp58virus	Salmonella virus FSL SP-058	1	dsDNA
Caudovirales	Podoviridae		Sp58virus	Salmonella virus FSL SP-076	0	dsDNA
Caudovirales	Podoviridae		Una961virus	Helicobacter virus 1961P	1	dsDNA
Caudovirales	Podoviridae		Una961virus	Helicobacter virus KHP30	0	dsDNA
Caudovirales	Podoviridae		Una961virus	Helicobacter virus KHP40	0	dsDNA
Caudovirales	Podoviridae		Unassigned	Hamiltonella virus APSE1	0	dsDNA
Caudovirales	Podoviridae		Unassigned	Lactococcus virus KSY1	0	dsDNA
Caudovirales	Podoviridae		Unassigned	Phormidium virus WMP3	0	dsDNA
Caudovirales	Podoviridae		Unassigned	Phormidium virus WMP4	0	dsDNA
Caudovirales	Podoviridae		Unassigned	Pseudomonas virus 119X	0	dsDNA
Caudovirales	Podoviridae		Unassigned	Roseobacter virus SIO1	0	dsDNA
Caudovirales	Podoviridae		Unassigned	Vibrio virus VpV262	0	dsDNA
Caudovirales	Podoviridae		Vp5virus	Vibrio virus VC8	0	dsDNA
Caudovirales	Podoviridae		Vp5virus	Vibrio virus VP2	0	dsDNA
Caudovirales	Podoviridae		Vp5virus	Vibrio virus VP5	1	dsDNA
Caudovirales	Siphoviridae	Arquatrovirinae	Camvirus	Streptomyces virus Amela	0	dsDNA
Caudovirales	Siphoviridae	Arquatrovirinae	Camvirus	Streptomyces virus phiCAM	1	dsDNA
Caudovirales	Siphoviridae	Arquatrovirinae	Likavirus	Streptomyces virus Aaronocolus	0	dsDNA
Caudovirales	Siphoviridae	Arquatrovirinae	Likavirus	Streptomyces virus Caliburn	0	dsDNA
Caudovirales	Siphoviridae	Arquatrovirinae	Likavirus	Streptomyces virus Danzina	0	dsDNA
Caudovirales	Siphoviridae	Arquatrovirinae	Likavirus	Streptomyces virus Hydra	0	dsDNA
