Order	Family	Subfamily	Genus	Species	Type Species?	Genome Composition
Caudovirales	Siphoviridae		Sfi21dt1virus	Streptococcus virus 7201	0	dsDNA
Caudovirales	Siphoviridae		Sfi21dt1virus	Streptococcus virus DT1	1	dsDNA
Caudovirales	Siphoviridae		Sfi21dt1virus	Streptococcus virus phiAbc2	0	dsDNA
Caudovirales	Siphoviridae		Sfi21dt1virus	Streptococcus virus Sfi19	0	dsDNA
Caudovirales	Siphoviridae		Sfi21dt1virus	Streptococcus virus Sfi21	0	dsDNA
Caudovirales	Siphoviridae		Sitaravirus	Paenibacillus virus Diva	1	dsDNA
Caudovirales	Siphoviridae		Sitaravirus	Paenibacillus virus Hb10c2	0	dsDNA
Caudovirales	Siphoviridae		Sitaravirus	Paenibacillus virus Rani	0	dsDNA
Caudovirales	Siphoviridae		Sitaravirus	Paenibacillus virus Shelly	0	dsDNA
Caudovirales	Siphoviridae		Sitaravirus	Paenibacillus virus Sitara	0	dsDNA
Caudovirales	Siphoviridae		Sitaravirus	Paenibacillus virus Willow	0	dsDNA
Caudovirales	Siphoviridae		Sk1virus	Lactococcus virus 712	0	dsDNA
Caudovirales	Siphoviridae		Sk1virus	Lactococcus virus ASCC191	0	dsDNA
Caudovirales	Siphoviridae		Sk1virus	Lactococcus virus ASCC273	0	dsDNA
Caudovirales	Siphoviridae		Sk1virus	Lactococcus virus ASCC281	0	dsDNA
Caudovirales	Siphoviridae		Sk1virus	Lactococcus virus ASCC465	0	dsDNA
Caudovirales	Siphoviridae		Sk1virus	Lactococcus virus ASCC532	0	dsDNA
Caudovirales	Siphoviridae		Sk1virus	Lactococcus virus Bibb29	0	dsDNA
Caudovirales	Siphoviridae		Sk1virus	Lactococcus virus bIL170	0	dsDNA
Caudovirales	Siphoviridae		Sk1virus	Lactococcus virus CB13	0	dsDNA
Caudovirales	Siphoviridae		Sk1virus	Lactococcus virus CB14	0	dsDNA
Caudovirales	Siphoviridae		Sk1virus	Lactococcus virus CB19	0	dsDNA
Caudovirales	Siphoviridae		Sk1virus	Lactococcus virus CB20	0	dsDNA
Caudovirales	Siphoviridae		Sk1virus	Lactococcus virus jj50	0	dsDNA
Caudovirales	Siphoviridae		Sk1virus	Lactococcus virus P2	0	dsDNA
Caudovirales	Siphoviridae		Sk1virus	Lactococcus virus P008	0	dsDNA
Caudovirales	Siphoviridae		Sk1virus	Lactococcus virus sk1	1	dsDNA
Caudovirales	Siphoviridae		Sk1virus	Lactococcus virus Sl4	0	dsDNA
Caudovirales	Siphoviridae		Slashvirus	Bacillus virus Slash	1	dsDNA
Caudovirales	Siphoviridae		Slashvirus	Bacillus virus Stahl	0	dsDNA
Caudovirales	Siphoviridae		Slashvirus	Bacillus virus Staley	0	dsDNA
Caudovirales	Siphoviridae		Slashvirus	Bacillus virus Stills	0	dsDNA
Caudovirales	Siphoviridae		Smoothievirus	Gordonia virus Bachita	0	dsDNA
Caudovirales	Siphoviridae		Smoothievirus	Gordonia virus ClubL	0	dsDNA
Caudovirales	Siphoviridae		Smoothievirus	Gordonia virus OneUp	0	dsDNA
Caudovirales	Siphoviridae		Smoothievirus	Gordonia virus Smoothie	1	dsDNA
Caudovirales	Siphoviridae		Soupsvirus	Gordonia virus Soups	1	dsDNA
Caudovirales	Siphoviridae		Spbetavirus	Bacillus virus SPbeta	1	dsDNA
Caudovirales	Siphoviridae		Ssp2virus	Vibrio virus MAR10	0	dsDNA
Caudovirales	Siphoviridae		Ssp2virus	Vibrio virus SSP002	1	dsDNA
Caudovirales	Siphoviridae		T5virus	Escherichia virus AKFV33	0	dsDNA
Caudovirales	Siphoviridae		T5virus	Escherichia virus BF23	0	dsDNA
Caudovirales	Siphoviridae		T5virus	Escherichia virus DT57C	0	dsDNA
Caudovirales	Siphoviridae		T5virus	Escherichia virus EPS7	0	dsDNA
Caudovirales	Siphoviridae		T5virus	Escherichia virus FFH1	0	dsDNA
Caudovirales	Siphoviridae		T5virus	Escherichia virus H8	0	dsDNA
Caudovirales	Siphoviridae		T5virus	Escherichia virus slur09	0	dsDNA
Caudovirales	Siphoviridae		T5virus	Escherichia virus T5	1	dsDNA
Caudovirales	Siphoviridae		T5virus	Salmonella virus 118970sal2	0	dsDNA
Caudovirales	Siphoviridae		T5virus	Salmonella virus Shivani	0	dsDNA
Caudovirales	Siphoviridae		T5virus	Salmonella virus SPC35	0	dsDNA
Caudovirales	Siphoviridae		T5virus	Salmonella virus Stitch	0	dsDNA
Caudovirales	Siphoviridae		Tankvirus	Arthrobacter virus Tank	1	dsDNA
Caudovirales	Siphoviridae		Tin2virus	Tsukamurella virus TIN2	1	dsDNA
Caudovirales	Siphoviridae		Tin2virus	Tsukamurella virus TIN3	0	dsDNA
Caudovirales	Siphoviridae		Tin2virus	Tsukamurella virus TIN4	0	dsDNA
Caudovirales	Siphoviridae		Titanvirus	Rhodobacter virus RcSpartan	0	dsDNA
Caudovirales	Siphoviridae		Titanvirus	Rhodobacter virus RcTitan	1	dsDNA
Caudovirales	Siphoviridae		Tm4virus	Mycobacterium virus Anaya	0	dsDNA
Caudovirales	Siphoviridae		Tm4virus	Mycobacterium virus Angelica	0	dsDNA
Caudovirales	Siphoviridae		Tm4virus	Mycobacterium virus Crimd	0	dsDNA
Caudovirales	Siphoviridae		Tm4virus	Mycobacterium virus Fionnbarth	0	dsDNA
Caudovirales	Siphoviridae		Tm4virus	Mycobacterium virus Jaws	0	dsDNA
Caudovirales	Siphoviridae		Tm4virus	Mycobacterium virus Larva	0	dsDNA
Caudovirales	Siphoviridae		Tm4virus	Mycobacterium virus Macncheese	0	dsDNA
Caudovirales	Siphoviridae		Tm4virus	Mycobacterium virus Pixie	0	dsDNA
Caudovirales	Siphoviridae		Tm4virus	Mycobacterium virus TM4	1	dsDNA
Caudovirales	Siphoviridae		Tp21virus	Bacillus virus BMBtp2	0	dsDNA
Caudovirales	Siphoviridae		Tp21virus	Bacillus virus TP21	1	dsDNA
Caudovirales	Siphoviridae		Tp84virus	Geobacillus virus Tp84	1	dsDNA
Caudovirales	Siphoviridae		Triavirus	Staphylococcus virus 47	0	dsDNA
Caudovirales	Siphoviridae		Triavirus	Staphylococcus virus 3a	1	dsDNA
Caudovirales	Siphoviridae		Triavirus	Staphylococcus virus 42e	0	dsDNA
Caudovirales	Siphoviridae		Triavirus	Staphylococcus virus IPLA35	0	dsDNA
Caudovirales	Siphoviridae		Triavirus	Staphylococcus virus phi12	0	dsDNA
Caudovirales	Siphoviridae		Triavirus	Staphylococcus virus phiSLT	0	dsDNA
Caudovirales	Siphoviridae		Trigintaduovirus	Mycobacterium virus 32HC	1	dsDNA
Caudovirales	Siphoviridae		Unassigned	Rhodococcus virus RGL3	0	dsDNA
Caudovirales	Siphoviridae		Vegasvirus	Paenibacillus virus Vegas	1	dsDNA
Caudovirales	Siphoviridae		Vendettavirus	Gordonia virus Vendetta	1	dsDNA
Caudovirales	Siphoviridae		Wbetavirus	Bacillus virus Wbeta	1	dsDNA
Caudovirales	Siphoviridae		Wildcatvirus	Mycobacterium virus Wildcat	1	dsDNA
Caudovirales	Siphoviridae		Wizardvirus	Gordonia virus Twister6	0	dsDNA
Caudovirales	Siphoviridae		Wizardvirus	Gordonia virus Wizard	1	dsDNA
Caudovirales	Siphoviridae		Woesvirus	Gordonia virus Hotorobo	0	dsDNA
Caudovirales	Siphoviridae		Woesvirus	Gordonia virus Monty	0	dsDNA
Caudovirales	Siphoviridae		Woesvirus	Gordonia virus Woes	1	dsDNA
Caudovirales	Siphoviridae		Xp10virus	Xanthomonas virus CP1	0	dsDNA
Caudovirales	Siphoviridae		Xp10virus	Xanthomonas virus OP1	0	dsDNA
Caudovirales	Siphoviridae		Xp10virus	Xanthomonas virus phil7	0	dsDNA
Caudovirales	Siphoviridae		Xp10virus	Xanthomonas virus Xop411	0	dsDNA
Caudovirales	Siphoviridae		Xp10virus	Xanthomonas virus Xp10	1	dsDNA
Caudovirales	Siphoviridae		Ydn12virus	Streptomyces virus TP1604	0	dsDNA
Caudovirales	Siphoviridae		Ydn12virus	Streptomyces virus YDN12	1	dsDNA
Caudovirales	Siphoviridae		Yuavirus	Alphaproteobacteria virus phiJl001	0	dsDNA
Caudovirales	Siphoviridae		Yuavirus	Pseudomonas virus LKO4	0	dsDNA
Caudovirales	Siphoviridae		Yuavirus	Pseudomonas virus M6	0	dsDNA
Caudovirales	Siphoviridae		Yuavirus	Pseudomonas virus MP1412	0	dsDNA
Caudovirales	Siphoviridae		Yuavirus	Pseudomonas virus PAE1	0	dsDNA
Caudovirales	Siphoviridae		Yuavirus	Pseudomonas virus Yua	1	dsDNA
Herpesvirales	Alloherpesviridae		Batrachovirus	Ranid herpesvirus 1	1	dsDNA
Herpesvirales	Alloherpesviridae		Batrachovirus	Ranid herpesvirus 2	0	dsDNA
Herpesvirales	Alloherpesviridae		Batrachovirus	Ranid herpesvirus 3	0	dsDNA
Herpesvirales	Alloherpesviridae		Cyprinivirus	Anguillid herpesvirus 1	0	dsDNA
Herpesvirales	Alloherpesviridae		Cyprinivirus	Cyprinid herpesvirus 1	0	dsDNA
Herpesvirales	Alloherpesviridae		Cyprinivirus	Cyprinid herpesvirus 2	0	dsDNA
Herpesvirales	Alloherpesviridae		Cyprinivirus	Cyprinid herpesvirus 3	1	dsDNA
Herpesvirales	Alloherpesviridae		Ictalurivirus	Acipenserid herpesvirus 2	0	dsDNA
Herpesvirales	Alloherpesviridae		Ictalurivirus	Ictalurid herpesvirus 1	1	dsDNA
Herpesvirales	Alloherpesviridae		Ictalurivirus	Ictalurid herpesvirus 2	0	dsDNA
Herpesvirales	Alloherpesviridae		Salmonivirus	Salmonid herpesvirus 1	1	dsDNA
Herpesvirales	Alloherpesviridae		Salmonivirus	Salmonid herpesvirus 2	0	dsDNA
Herpesvirales	Alloherpesviridae		Salmonivirus	Salmonid herpesvirus 3	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Iltovirus	Gallid alphaherpesvirus 1	1	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Iltovirus	Psittacid alphaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Mardivirus	Anatid alphaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Mardivirus	Columbid alphaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Mardivirus	Gallid alphaherpesvirus 2	1	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Mardivirus	Gallid alphaherpesvirus 3	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Mardivirus	Meleagrid alphaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Scutavirus	Chelonid alphaherpesvirus 5	1	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Ateline alphaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Bovine alphaherpesvirus 2	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Cercopithecine alphaherpesvirus 2	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Human alphaherpesvirus 1	1	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Human alphaherpesvirus 2	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Leporid alphaherpesvirus 4	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Macacine alphaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Macropodid alphaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Macropodid alphaherpesvirus 2	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Panine alphaherpesvirus 3	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Papiine alphaherpesvirus 2	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	Saimiriine alphaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Unassigned	Chelonid alphaherpesvirus 6	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Bovine alphaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Bovine alphaherpesvirus 5	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Bubaline alphaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Canid alphaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Caprine alphaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Cercopithecine alphaherpesvirus 9	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Cervid alphaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Cervid alphaherpesvirus 2	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Equid alphaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Equid alphaherpesvirus 3	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Equid alphaherpesvirus 4	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Equid alphaherpesvirus 8	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Equid alphaherpesvirus 9	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Felid alphaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Human alphaherpesvirus 3	1	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Phocid alphaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Suid alphaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Betaherpesvirinae	Cytomegalovirus	Aotine betaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Betaherpesvirinae	Cytomegalovirus	Cebine betaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Betaherpesvirinae	Cytomegalovirus	Cercopithecine betaherpesvirus 5	0	dsDNA
Herpesvirales	Herpesviridae	Betaherpesvirinae	Cytomegalovirus	Human betaherpesvirus 5	1	dsDNA
Herpesvirales	Herpesviridae	Betaherpesvirinae	Cytomegalovirus	Macacine betaherpesvirus 3	0	dsDNA
Herpesvirales	Herpesviridae	Betaherpesvirinae	Cytomegalovirus	Panine betaherpesvirus 2	0	dsDNA
Herpesvirales	Herpesviridae	Betaherpesvirinae	Cytomegalovirus	Papiine betaherpesvirus 3	0	dsDNA
Herpesvirales	Herpesviridae	Betaherpesvirinae	Cytomegalovirus	Saimiriine betaherpesvirus 4	0	dsDNA
Herpesvirales	Herpesviridae	Betaherpesvirinae	Muromegalovirus	Murid betaherpesvirus 1	1	dsDNA
Herpesvirales	Herpesviridae	Betaherpesvirinae	Muromegalovirus	Murid betaherpesvirus 2	0	dsDNA
Herpesvirales	Herpesviridae	Betaherpesvirinae	Muromegalovirus	Murid betaherpesvirus 8	0	dsDNA
Herpesvirales	Herpesviridae	Betaherpesvirinae	Proboscivirus	Elephantid betaherpesvirus 1	1	dsDNA
Herpesvirales	Herpesviridae	Betaherpesvirinae	Roseolovirus	Human betaherpesvirus 7	0	dsDNA
Herpesvirales	Herpesviridae	Betaherpesvirinae	Roseolovirus	Human betaherpesvirus 6A	1	dsDNA
Herpesvirales	Herpesviridae	Betaherpesvirinae	Roseolovirus	Human betaherpesvirus 6B	0	dsDNA
Herpesvirales	Herpesviridae	Betaherpesvirinae	Unassigned	Caviid betaherpesvirus 2	0	dsDNA
Herpesvirales	Herpesviridae	Betaherpesvirinae	Unassigned	Suid betaherpesvirus 2	0	dsDNA
Herpesvirales	Herpesviridae	Betaherpesvirinae	Unassigned	Tupaiid betaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus	Callitrichine gammaherpesvirus 3	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus	Cercopithecine gammaherpesvirus 14	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus	Gorilline gammaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus	Human gammaherpesvirus 4	1	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus	Macacine gammaherpesvirus 4	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus	Panine gammaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus	Papiine gammaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus	Pongine gammaherpesvirus 2	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Macavirus	Alcelaphine gammaherpesvirus 1	1	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Macavirus	Alcelaphine gammaherpesvirus 2	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Macavirus	Bovine gammaherpesvirus 6	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Macavirus	Caprine gammaherpesvirus 2	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Macavirus	Hippotragine gammaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Macavirus	Ovine gammaherpesvirus 2	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Macavirus	Suid gammaherpesvirus 3	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Macavirus	Suid gammaherpesvirus 4	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Macavirus	Suid gammaherpesvirus 5	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Percavirus	Equid gammaherpesvirus 2	1	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Percavirus	Equid gammaherpesvirus 5	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Percavirus	Mustelid gammaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Rhadinovirus	Ateline gammaherpesvirus 2	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Rhadinovirus	Ateline gammaherpesvirus 3	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Rhadinovirus	Bovine gammaherpesvirus 4	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Rhadinovirus	Cricetid gammaherpesvirus 2	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Rhadinovirus	Human gammaherpesvirus 8	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Rhadinovirus	Macacine gammaherpesvirus 5	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Rhadinovirus	Murid gammaherpesvirus 4	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Rhadinovirus	Murid gammaherpesvirus 7	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Rhadinovirus	Saimiriine gammaherpesvirus 2	1	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Unassigned	Equid gammaherpesvirus 7	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Unassigned	Phocid gammaherpesvirus 2	0	dsDNA
Herpesvirales	Herpesviridae	Gammaherpesvirinae	Unassigned	Saguinine gammaherpesvirus 1	0	dsDNA
Herpesvirales	Herpesviridae		Unassigned	Iguanid herpesvirus 2	0	dsDNA
Herpesvirales	Malacoherpesviridae		Aurivirus	Haliotid herpesvirus 1	1	dsDNA
Herpesvirales	Malacoherpesviridae		Ostreavirus	Ostreid herpesvirus 1	1	dsDNA
Ligamenvirales	Lipothrixviridae		Betalipothrixvirus	Acidianus filamentous virus 3	0	dsDNA
Ligamenvirales	Lipothrixviridae		Betalipothrixvirus	Acidianus filamentous virus 6	0	dsDNA
Ligamenvirales	Lipothrixviridae		Betalipothrixvirus	Acidianus filamentous virus 7	0	dsDNA
Ligamenvirales	Lipothrixviridae		Betalipothrixvirus	Acidianus filamentous virus 8	0	dsDNA
Ligamenvirales	Lipothrixviridae		Betalipothrixvirus	Acidianus filamentous virus 9	0	dsDNA
Ligamenvirales	Lipothrixviridae		Betalipothrixvirus	Sulfolobus islandicus filamentous virus	1	dsDNA
Ligamenvirales	Lipothrixviridae		Deltalipothrixvirus	Acidianus filamentous virus 2	1	dsDNA
Ligamenvirales	Lipothrixviridae		Gammalipothrixvirus	Acidianus filamentous virus 1	1	dsDNA
Ligamenvirales	Rudiviridae		Rudivirus	Acidianus rod-shaped virus 1	0	dsDNA
Ligamenvirales	Rudiviridae		Rudivirus	Sulfolobus islandicus rod-shaped virus 1	0	dsDNA
Ligamenvirales	Rudiviridae		Rudivirus	Sulfolobus islandicus rod-shaped virus 2	1	dsDNA
Mononegavirales	Bornaviridae		Carbovirus	Queensland carbovirus	1	ssRNA(-)
Mononegavirales	Bornaviridae		Carbovirus	Southwest carbovirus	0	ssRNA(-)
Mononegavirales	Bornaviridae		Orthobornavirus	Elapid 1 orthobornavirus	0	ssRNA(-)
Mononegavirales	Bornaviridae		Orthobornavirus	Mammalian 1 orthobornavirus	1	ssRNA(-)
Mononegavirales	Bornaviridae		Orthobornavirus	Mammalian 2 orthobornavirus	0	ssRNA(-)
Mononegavirales	Bornaviridae		Orthobornavirus	Passeriform 1 orthobornavirus	0	ssRNA(-)
Mononegavirales	Bornaviridae		Orthobornavirus	Passeriform 2 orthobornavirus	0	ssRNA(-)
Mononegavirales	Bornaviridae		Orthobornavirus	Psittaciform 1 orthobornavirus	0	ssRNA(-)
Mononegavirales	Bornaviridae		Orthobornavirus	Psittaciform 2 orthobornavirus	0	ssRNA(-)
Mononegavirales	Bornaviridae		Orthobornavirus	Waterbird 1 orthobornavirus	0	ssRNA(-)
Mononegavirales	Filoviridae		Cuevavirus	Lloviu cuevavirus	1	ssRNA(-)
Mononegavirales	Filoviridae		Ebolavirus	Bundibugyo ebolavirus	0	ssRNA(-)
Mononegavirales	Filoviridae		Ebolavirus	Reston ebolavirus	0	ssRNA(-)
Mononegavirales	Filoviridae		Ebolavirus	Sudan ebolavirus	0	ssRNA(-)
Mononegavirales	Filoviridae		Ebolavirus	Tai Forest ebolavirus	0	ssRNA(-)
Mononegavirales	Filoviridae		Ebolavirus	Zaire ebolavirus	1	ssRNA(-)
Mononegavirales	Filoviridae		Marburgvirus	Marburg marburgvirus	1	ssRNA(-)
Mononegavirales	Mymonaviridae		Sclerotimonavirus	Sclerotinia sclerotimonavirus	1	ssRNA(-)
Mononegavirales	Nyamiviridae		Nyavirus	Midway nyavirus	0	ssRNA(-)
Mononegavirales	Nyamiviridae		Nyavirus	Nyamanini nyavirus	1	ssRNA(-)
Mononegavirales	Nyamiviridae		Nyavirus	Sierra Nevada nyavirus	0	ssRNA(-)
Mononegavirales	Nyamiviridae		Peropuvirus	Pteromalus puparum peropuvirus	1	ssRNA(-)
Mononegavirales	Nyamiviridae		Socyvirus	Soybean cyst nematode socyvirus	1	ssRNA(-)
Mononegavirales	Paramyxoviridae		Aquaparamyxovirus	Salmon aquaparamyxovirus	1	ssRNA(-)
Mononegavirales	Paramyxoviridae		Avulavirus	Avian avulavirus 1	1	ssRNA(-)
Mononegavirales	Paramyxoviridae		Avulavirus	Avian avulavirus 2	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Avulavirus	Avian avulavirus 3	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Avulavirus	Avian avulavirus 4	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Avulavirus	Avian avulavirus 5	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Avulavirus	Avian avulavirus 6	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Avulavirus	Avian avulavirus 7	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Avulavirus	Avian avulavirus 8	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Avulavirus	Avian avulavirus 9	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Avulavirus	Avian avulavirus 10	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Avulavirus	Avian avulavirus 11	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Avulavirus	Avian avulavirus 12	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Avulavirus	Avian avulavirus 13	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Avulavirus	Avian avulavirus 14	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Avulavirus	Avian avulavirus 15	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Avulavirus	Avian avulavirus 16	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Avulavirus	Avian avulavirus 17	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Avulavirus	Avian avulavirus 18	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Avulavirus	Avian avulavirus 19	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Ferlavirus	Reptilian ferlavirus	1	ssRNA(-)
Mononegavirales	Paramyxoviridae		Henipavirus	Cedar henipavirus	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Henipavirus	Ghanaian bat henipavirus	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Henipavirus	Hendra henipavirus	1	ssRNA(-)
Mononegavirales	Paramyxoviridae		Henipavirus	Mojiang henipavirus	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Henipavirus	Nipah henipavirus	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Morbillivirus	Canine morbillivirus	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Morbillivirus	Cetacean morbillivirus	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Morbillivirus	Feline morbillivirus	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Morbillivirus	Measles morbillivirus	1	ssRNA(-)
Mononegavirales	Paramyxoviridae		Morbillivirus	Phocine morbillivirus	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Morbillivirus	Rinderpest morbillivirus	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Morbillivirus	Small ruminant morbillivirus	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Respirovirus	Bovine respirovirus 3	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Respirovirus	Human respirovirus 1	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Respirovirus	Human respirovirus 3	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Respirovirus	Murine respirovirus	1	ssRNA(-)
Mononegavirales	Paramyxoviridae		Respirovirus	Porcine respirovirus 1	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Rubulavirus	Achimota rubulavirus 1	0	ssRNA(-)
Mononegavirales	Paramyxoviridae		Rubulavirus	Achimota rubulavirus 2	0	ssRNA(-)
